county_fips,should_be_2016,state_fips,state_abbv,state_name
17113,0,17,IL,Illinois
20003,0,20,KS,Kansas
20141,0,20,KS,Kansas
19011,0,19,IA,Iowa
19179,0,19,IA,Iowa
28081,0,28,MS,Mississippi
28049,0,28,MS,Mississippi
28065,0,28,MS,Mississippi
30015,0,30,MT,Montana
31047,0,31,NE,Nebraska
31143,0,31,NE,Nebraska
34039,0,34,NJ,New Jersey
37011,0,37,NC,North Carolina
37137,0,37,NC,North Carolina
38067,0,38,ND,North Dakota
39035,0,39,OH,Ohio
41041,0,41,OR,Oregon
42095,0,42,PA,Pennsylvania
46019,1,46,SD,South Dakota
48389,0,48,TX,Texas
48479,0,48,TX,Texas
35043,0,35,NM,New Mexico
35033,0,35,NM,New Mexico
37159,0,37,NC,North Carolina
36121,0,36,NY,New York
42037,0,42,PA,Pennsylvania
45085,0,45,SC,South Carolina
45035,0,45,SC,South Carolina
46075,1,46,SD,South Dakota
47037,0,47,TN,Tennessee
48223,0,48,TX,Texas
48341,0,48,TX,Texas
48349,0,48,TX,Texas
51047,0,51,VA,Virginia
51067,0,51,VA,Virginia
47143,0,47,TN,Tennessee
04001,0,04,AZ,Arizona
08125,0,08,CO,Colorado
08123,0,08,CO,Colorado
08103,0,08,CO,Colorado
54083,0,54,WV,West Virginia
13091,0,13,GA,Georgia
28107,0,28,MS,Mississippi
31007,0,31,NE,Nebraska
18065,0,18,IN,Indiana
26017,0,26,MI,Michigan
31125,0,31,NE,Nebraska
48361,0,48,TX,Texas
49009,0,49,UT,Utah
49053,0,49,UT,Utah
55125,0,55,WI,Wisconsin
01105,0,01,AL,Alabama
56037,0,56,WY,Wyoming
06043,0,06,CA,California
06009,0,06,CA,California
08035,0,08,CO,Colorado
13005,0,13,GA,Georgia
16013,0,16,ID,Idaho
09009,0,09,CT,Connecticut
13241,0,13,GA,Georgia
13119,0,13,GA,Georgia
16075,0,16,ID,Idaho
18051,0,18,IN,Indiana
19045,0,19,IA,Iowa
20033,0,20,KS,Kansas
21223,0,21,KY,Kentucky
21191,0,21,KY,Kentucky
24035,0,24,MD,Maryland
24037,0,24,MD,Maryland
28095,0,28,MS,Mississippi
27167,0,27,MN,Minnesota
29087,0,29,MO,Missouri
32013,0,32,NV,Nevada
17009,0,17,IL,Illinois
18059,0,18,IN,Indiana
20097,0,20,KS,Kansas
21099,0,21,KY,Kentucky
21201,0,21,KY,Kentucky
21203,0,21,KY,Kentucky
22099,0,22,LA,Louisiana
21087,0,21,KY,Kentucky
27023,0,27,MN,Minnesota
29063,0,29,MO,Missouri
05143,0,05,AR,Arkansas
06111,0,06,CA,California
10003,0,10,DE,Delaware
12071,0,12,FL,Florida
05149,0,05,AR,Arkansas
36097,0,36,NY,New York
38039,0,38,ND,North Dakota
42093,0,42,PA,Pennsylvania
42041,0,42,PA,Pennsylvania
42087,0,42,PA,Pennsylvania
36063,0,36,NY,New York
37095,0,37,NC,North Carolina
37199,0,37,NC,North Carolina
22097,0,22,LA,Louisiana
38085,1,38,ND,North Dakota
39029,0,39,OH,Ohio
41025,0,41,OR,Oregon
46013,1,46,SD,South Dakota
47073,0,47,TN,Tennessee
47099,0,47,TN,Tennessee
47139,0,47,TN,Tennessee
48147,0,48,TX,Texas
29041,0,29,MO,Missouri
45067,0,45,SC,South Carolina
46069,1,46,SD,South Dakota
48119,0,48,TX,Texas
48367,0,48,TX,Texas
48137,0,48,TX,Texas
48313,0,48,TX,Texas
48473,0,48,TX,Texas
48331,0,48,TX,Texas
53067,0,53,WA,Washington
53017,0,53,WA,Washington
13321,0,13,GA,Georgia
13137,0,13,GA,Georgia
13065,0,13,GA,Georgia
13299,0,13,GA,Georgia
16017,0,16,ID,Idaho
18087,0,18,IN,Indiana
18091,0,18,IN,Indiana
20091,0,20,KS,Kansas
21179,0,21,KY,Kentucky
18093,0,18,IN,Indiana
18015,0,18,IN,Indiana
31009,0,31,NE,Nebraska
27127,0,27,MN,Minnesota
27057,0,27,MN,Minnesota
40049,0,40,OK,Oklahoma
38037,0,38,ND,North Dakota
01059,0,01,AL,Alabama
01071,0,01,AL,Alabama
48201,0,48,TX,Texas
48071,0,48,TX,Texas
51105,0,51,VA,Virginia
51193,0,51,VA,Virginia
51143,0,51,VA,Virginia
53039,0,53,WA,Washington
54011,0,54,WV,West Virginia
56041,0,56,WY,Wyoming
01011,0,01,AL,Alabama
05013,0,05,AR,Arkansas
05067,0,05,AR,Arkansas
21057,0,21,KY,Kentucky
21185,0,21,KY,Kentucky
22113,0,22,LA,Louisiana
04021,0,04,AZ,Arizona
24015,0,24,MD,Maryland
26071,0,26,MI,Michigan
27055,0,27,MN,Minnesota
28109,0,28,MS,Mississippi
31031,1,31,NE,Nebraska
31055,0,31,NE,Nebraska
40025,0,40,OK,Oklahoma
06085,0,06,CA,California
08117,0,08,CO,Colorado
08015,0,08,CO,Colorado
12051,0,12,FL,Florida
12019,0,12,FL,Florida
31099,0,31,NE,Nebraska
36041,0,36,NY,New York
36037,0,36,NY,New York
27103,0,27,MN,Minnesota
39129,0,39,OH,Ohio
40117,0,40,OK,Oklahoma
42069,0,42,PA,Pennsylvania
46015,1,46,SD,South Dakota
47089,0,47,TN,Tennessee
47001,0,47,TN,Tennessee
13133,0,13,GA,Georgia
18005,0,18,IN,Indiana
18037,0,18,IN,Indiana
20081,0,20,KS,Kansas
18121,0,18,IN,Indiana
21065,0,21,KY,Kentucky
23011,0,23,ME,Maine
28017,0,28,MS,Mississippi
28019,0,28,MS,Mississippi
29223,0,29,MO,Missouri
31185,0,31,NE,Nebraska
34029,0,34,NJ,New Jersey
37043,0,37,NC,North Carolina
37173,0,37,NC,North Carolina
37045,0,37,NC,North Carolina
39043,0,39,OH,Ohio
45025,0,45,SC,South Carolina
46083,1,46,SD,South Dakota
47095,0,47,TN,Tennessee
48167,0,48,TX,Texas
48387,0,48,TX,Texas
51117,0,51,VA,Virginia
53061,0,53,WA,Washington
53027,0,53,WA,Washington
48499,0,48,TX,Texas
49049,0,49,UT,Utah
08091,0,08,CO,Colorado
54105,0,54,WV,West Virginia
06015,0,06,CA,California
08075,0,08,CO,Colorado
12087,0,12,FL,Florida
55078,0,55,WI,Wisconsin
20151,0,20,KS,Kansas
21153,0,21,KY,Kentucky
22005,0,22,LA,Louisiana
19109,0,19,IA,Iowa
19141,0,19,IA,Iowa
26055,0,26,MI,Michigan
40081,0,40,OK,Oklahoma
51121,0,51,VA,Virginia
36009,0,36,NY,New York
45081,0,45,SC,South Carolina
47059,0,47,TN,Tennessee
22111,0,22,LA,Louisiana
01077,0,01,AL,Alabama
06073,0,06,CA,California
08033,0,08,CO,Colorado
16053,0,16,ID,Idaho
54071,0,54,WV,West Virginia
55123,0,55,WI,Wisconsin
56023,0,56,WY,Wyoming
01043,0,01,AL,Alabama
01015,0,01,AL,Alabama
08005,0,08,CO,Colorado
12107,0,12,FL,Florida
13129,0,13,GA,Georgia
12037,0,12,FL,Florida
19139,0,19,IA,Iowa
21075,0,21,KY,Kentucky
21133,0,21,KY,Kentucky
22085,0,22,LA,Louisiana
24003,0,24,MD,Maryland
26089,0,26,MI,Michigan
26007,0,26,MI,Michigan
28047,0,28,MS,Mississippi
29186,0,29,MO,Missouri
29199,0,29,MO,Missouri
30105,0,30,MT,Montana
34009,0,34,NJ,New Jersey
35006,0,35,NM,New Mexico
40151,0,40,OK,Oklahoma
18025,0,18,IN,Indiana
40133,0,40,OK,Oklahoma
47013,0,47,TN,Tennessee
35035,0,35,NM,New Mexico
35053,0,35,NM,New Mexico
17103,0,17,IL,Illinois
47019,0,47,TN,Tennessee
48007,0,48,TX,Texas
47021,0,47,TN,Tennessee
25023,0,25,MA,Massachusetts
45075,0,45,SC,South Carolina
45065,0,45,SC,South Carolina
51089,0,51,VA,Virginia
51093,0,51,VA,Virginia
55059,0,55,WI,Wisconsin
35021,0,35,NM,New Mexico
51169,0,51,VA,Virginia
42105,0,42,PA,Pennsylvania
55067,0,55,WI,Wisconsin
01123,0,01,AL,Alabama
29143,0,29,MO,Missouri
35037,0,35,NM,New Mexico
06027,0,06,CA,California
37097,0,37,NC,North Carolina
42005,0,42,PA,Pennsylvania
29217,0,29,MO,Missouri
42009,0,42,PA,Pennsylvania
51685,0,51,VA,Virginia
45019,0,45,SC,South Carolina
48015,0,48,TX,Texas
46009,1,46,SD,South Dakota
47057,0,47,TN,Tennessee
49033,0,49,UT,Utah
53013,0,53,WA,Washington
41067,0,41,OR,Oregon
49055,0,49,UT,Utah
56039,0,56,WY,Wyoming
30039,0,30,MT,Montana
37009,0,37,NC,North Carolina
51167,0,51,VA,Virginia
35029,0,35,NM,New Mexico
31141,0,31,NE,Nebraska
34005,0,34,NJ,New Jersey
31053,0,31,NE,Nebraska
31043,1,31,NE,Nebraska
51570,0,51,VA,Virginia
31027,1,31,NE,Nebraska
42003,0,42,PA,Pennsylvania
05083,0,05,AR,Arkansas
45013,0,45,SC,South Carolina
46135,1,46,SD,South Dakota
47029,0,47,TN,Tennessee
51059,0,51,VA,Virginia
45077,0,45,SC,South Carolina
45071,0,45,SC,South Carolina
37157,0,37,NC,North Carolina
45027,0,45,SC,South Carolina
05121,0,05,AR,Arkansas
08007,0,08,CO,Colorado
21041,0,21,KY,Kentucky
01119,0,01,AL,Alabama
22037,0,22,LA,Louisiana
24009,0,24,MD,Maryland
21195,0,21,KY,Kentucky
25025,0,25,MA,Massachusetts
42017,0,42,PA,Pennsylvania
44009,0,44,RI,Rhode Island
47067,0,47,TN,Tennessee
47147,0,47,TN,Tennessee
48295,0,48,TX,Texas
46123,1,46,SD,South Dakota
47111,0,47,TN,Tennessee
47161,0,47,TN,Tennessee
21207,0,21,KY,Kentucky
21009,0,21,KY,Kentucky
21211,0,21,KY,Kentucky
28005,0,28,MS,Mississippi
40053,0,40,OK,Oklahoma
34017,0,34,NJ,New Jersey
37149,0,37,NC,North Carolina
41005,0,41,OR,Oregon
20161,0,20,KS,Kansas
20039,0,20,KS,Kansas
27027,0,27,MN,Minnesota
29197,0,29,MO,Missouri
30051,0,30,MT,Montana
30041,0,30,MT,Montana
31129,0,31,NE,Nebraska
32021,0,32,NV,Nevada
54065,0,54,WV,West Virginia
55109,0,55,WI,Wisconsin
01025,0,01,AL,Alabama
06055,0,06,CA,California
21103,0,21,KY,Kentucky
21051,0,21,KY,Kentucky
27051,0,27,MN,Minnesota
28145,0,28,MS,Mississippi
28077,0,28,MS,Mississippi
29215,0,29,MO,Missouri
37127,0,37,NC,North Carolina
40021,0,40,OK,Oklahoma
47175,0,47,TN,Tennessee
47015,0,47,TN,Tennessee
20063,0,20,KS,Kansas
20065,0,20,KS,Kansas
46029,1,46,SD,South Dakota
28141,0,28,MS,Mississippi
31103,1,31,NE,Nebraska
48117,0,48,TX,Texas
49021,0,49,UT,Utah
01121,0,01,AL,Alabama
18045,0,18,IN,Indiana
22049,0,22,LA,Louisiana
31077,0,31,NE,Nebraska
40109,0,40,OK,Oklahoma
50017,0,50,VT,Vermont
53075,0,53,WA,Washington
53065,0,53,WA,Washington
51031,0,51,VA,Virginia
46093,1,46,SD,South Dakota
46117,1,46,SD,South Dakota
48051,0,48,TX,Texas
49031,0,49,UT,Utah
51157,0,51,VA,Virginia
54041,0,54,WV,West Virginia
47093,0,47,TN,Tennessee
48029,0,48,TX,Texas
48267,0,48,TX,Texas
48325,0,48,TX,Texas
51023,0,51,VA,Virginia
13055,0,13,GA,Georgia
17157,0,17,IL,Illinois
18111,0,18,IN,Indiana
21077,0,21,KY,Kentucky
28087,0,28,MS,Mississippi
31051,1,31,NE,Nebraska
36055,0,36,NY,New York
37121,0,37,NC,North Carolina
38029,1,38,ND,North Dakota
24005,0,24,MD,Maryland
06107,0,06,CA,California
38055,0,38,ND,North Dakota
17119,0,17,IL,Illinois
48105,0,48,TX,Texas
51197,0,51,VA,Virginia
55057,0,55,WI,Wisconsin
28073,0,28,MS,Mississippi
21039,0,21,KY,Kentucky
13295,0,13,GA,Georgia
21121,0,21,KY,Kentucky
18155,0,18,IN,Indiana
20119,0,20,KS,Kansas
21225,0,21,KY,Kentucky
13317,0,13,GA,Georgia
16047,0,16,ID,Idaho
16011,0,16,ID,Idaho
17143,0,17,IL,Illinois
20031,0,20,KS,Kansas
20001,0,20,KS,Kansas
22047,0,22,LA,Louisiana
47115,0,47,TN,Tennessee
51043,0,51,VA,Virginia
51083,0,51,VA,Virginia
53069,0,53,WA,Washington
26033,0,26,MI,Michigan
26019,0,26,MI,Michigan
28113,0,28,MS,Mississippi
29119,0,29,MO,Missouri
29149,0,29,MO,Missouri
32017,0,32,NV,Nevada
48485,0,48,TX,Texas
49005,0,49,UT,Utah
51800,0,51,VA,Virginia
22001,0,22,LA,Louisiana
27003,0,27,MN,Minnesota
27015,0,27,MN,Minnesota
27151,0,27,MN,Minnesota
40097,0,40,OK,Oklahoma
30099,0,30,MT,Montana
31017,0,31,NE,Nebraska
05131,0,05,AR,Arkansas
17131,0,17,IL,Illinois
06059,0,06,CA,California
06095,0,06,CA,California
09005,0,09,CT,Connecticut
13149,0,13,GA,Georgia
17197,0,17,IL,Illinois
34021,0,34,NJ,New Jersey
34003,0,34,NJ,New Jersey
37161,0,37,NC,North Carolina
37153,0,37,NC,North Carolina
22069,0,22,LA,Louisiana
55091,0,55,WI,Wisconsin
01013,0,01,AL,Alabama
08029,0,08,CO,Colorado
08027,0,08,CO,Colorado
13217,0,13,GA,Georgia
13097,0,13,GA,Georgia
13193,0,13,GA,Georgia
16005,0,16,ID,Idaho
17017,0,17,IL,Illinois
20105,0,20,KS,Kansas
34007,0,34,NJ,New Jersey
37151,0,37,NC,North Carolina
37167,0,37,NC,North Carolina
37065,0,37,NC,North Carolina
51161,0,51,VA,Virginia
51113,0,51,VA,Virginia
51163,0,51,VA,Virginia
55039,0,55,WI,Wisconsin
56009,0,56,WY,Wyoming
27069,0,27,MN,Minnesota
30003,0,30,MT,Montana
30019,0,30,MT,Montana
21167,0,21,KY,Kentucky
56021,0,56,WY,Wyoming
05085,0,05,AR,Arkansas
05101,0,05,AR,Arkansas
08089,0,08,CO,Colorado
12095,0,12,FL,Florida
12121,0,12,FL,Florida
13157,0,13,GA,Georgia
45017,0,45,SC,South Carolina
21189,0,21,KY,Kentucky
16069,0,16,ID,Idaho
18105,0,18,IN,Indiana
31065,0,31,NE,Nebraska
20025,0,20,KS,Kansas
13273,0,13,GA,Georgia
45069,0,45,SC,South Carolina
46007,1,46,SD,South Dakota
26011,0,26,MI,Michigan
21141,0,21,KY,Kentucky
13305,0,13,GA,Georgia
01005,0,01,AL,Alabama
05113,0,05,AR,Arkansas
51810,0,51,VA,Virginia
01097,0,01,AL,Alabama
56003,0,56,WY,Wyoming
48407,0,48,TX,Texas
38025,0,38,ND,North Dakota
48347,0,48,TX,Texas
08009,0,08,CO,Colorado
48289,0,48,TX,Texas
48187,0,48,TX,Texas
48475,0,48,TX,Texas
48453,0,48,TX,Texas
48225,0,48,TX,Texas
30071,0,30,MT,Montana
29173,0,29,MO,Missouri
35039,0,35,NM,New Mexico
38001,1,38,ND,North Dakota
51015,0,51,VA,Virginia
53051,0,53,WA,Washington
55009,0,55,WI,Wisconsin
55105,0,55,WI,Wisconsin
26091,0,26,MI,Michigan
32009,0,32,NV,Nevada
48113,0,48,TX,Texas
48411,0,48,TX,Texas
13107,0,13,GA,Georgia
31049,0,31,NE,Nebraska
51678,0,51,VA,Virginia
12123,0,12,FL,Florida
13143,0,13,GA,Georgia
17033,0,17,IL,Illinois
16087,0,16,ID,Idaho
17127,0,17,IL,Illinois
30035,0,30,MT,Montana
32033,0,32,NV,Nevada
38095,0,38,ND,North Dakota
39107,0,39,OH,Ohio
42123,0,42,PA,Pennsylvania
55065,0,55,WI,Wisconsin
56033,0,56,WY,Wyoming
18053,0,18,IN,Indiana
19025,0,19,IA,Iowa
17029,0,17,IL,Illinois
21187,0,21,KY,Kentucky
22043,0,22,LA,Louisiana
27109,0,27,MN,Minnesota
27153,0,27,MN,Minnesota
51045,0,51,VA,Virginia
05017,0,05,AR,Arkansas
18147,0,18,IN,Indiana
18089,0,18,IN,Indiana
18123,0,18,IN,Indiana
20037,0,20,KS,Kansas
35055,0,35,NM,New Mexico
45057,0,45,SC,South Carolina
45073,0,45,SC,South Carolina
47069,0,47,TN,Tennessee
13013,0,13,GA,Georgia
16025,0,16,ID,Idaho
17061,0,17,IL,Illinois
29195,0,29,MO,Missouri
29033,0,29,MO,Missouri
38089,0,38,ND,North Dakota
48093,0,48,TX,Texas
05077,0,05,AR,Arkansas
05089,0,05,AR,Arkansas
06051,0,06,CA,California
20095,0,20,KS,Kansas
13183,0,13,GA,Georgia
21151,0,21,KY,Kentucky
28125,0,28,MS,Mississippi
05025,0,05,AR,Arkansas
36061,0,36,NY,New York
36075,0,36,NY,New York
36107,0,36,NY,New York
39015,0,39,OH,Ohio
44003,0,44,RI,Rhode Island
27113,0,27,MN,Minnesota
28121,0,28,MS,Mississippi
29187,0,29,MO,Missouri
18027,0,18,IN,Indiana
19095,0,19,IA,Iowa
21169,0,21,KY,Kentucky
21097,0,21,KY,Kentucky
21063,0,21,KY,Kentucky
20115,0,20,KS,Kansas
28061,0,28,MS,Mississippi
29017,0,29,MO,Missouri
49025,0,49,UT,Utah
05035,0,05,AR,Arkansas
38077,1,38,ND,North Dakota
37057,0,37,NC,North Carolina
40027,0,40,OK,Oklahoma
47007,0,47,TN,Tennessee
55049,0,55,WI,Wisconsin
55087,0,55,WI,Wisconsin
06007,0,06,CA,California
13001,0,13,GA,Georgia
30055,0,30,MT,Montana
35027,0,35,NM,New Mexico
37195,0,37,NC,North Carolina
38007,0,38,ND,North Dakota
39011,0,39,OH,Ohio
41031,0,41,OR,Oregon
42077,0,42,PA,Pennsylvania
40057,0,40,OK,Oklahoma
45063,0,45,SC,South Carolina
37105,0,37,NC,North Carolina
47117,0,47,TN,Tennessee
47049,0,47,TN,Tennessee
35045,0,35,NM,New Mexico
40139,0,40,OK,Oklahoma
22063,0,22,LA,Louisiana
41035,0,41,OR,Oregon
05019,0,05,AR,Arkansas
08051,0,08,CO,Colorado
13269,0,13,GA,Georgia
21181,0,21,KY,Kentucky
28161,0,28,MS,Mississippi
37141,0,37,NC,North Carolina
39169,0,39,OH,Ohio
01089,0,01,AL,Alabama
08077,0,08,CO,Colorado
13191,0,13,GA,Georgia
16003,0,16,ID,Idaho
21231,0,21,KY,Kentucky
21127,0,21,KY,Kentucky
37013,0,37,NC,North Carolina
39105,0,39,OH,Ohio
47009,0,47,TN,Tennessee
13007,0,13,GA,Georgia
17041,0,17,IL,Illinois
18137,0,18,IN,Indiana
18125,0,18,IN,Indiana
18133,0,18,IN,Indiana
30043,0,30,MT,Montana
30097,0,30,MT,Montana
31073,0,31,NE,Nebraska
31171,0,31,NE,Nebraska
31121,0,31,NE,Nebraska
05105,0,05,AR,Arkansas
13245,0,13,GA,Georgia
20107,0,20,KS,Kansas
19057,0,19,IA,Iowa
29167,0,29,MO,Missouri
45045,0,45,SC,South Carolina
20043,0,20,KS,Kansas
21111,0,21,KY,Kentucky
21093,0,21,KY,Kentucky
23027,0,23,ME,Maine
28041,0,28,MS,Mississippi
49003,0,49,UT,Utah
54029,0,54,WV,West Virginia
29089,0,29,MO,Missouri
31011,0,31,NE,Nebraska
33001,0,33,NH,New Hampshire
37101,0,37,NC,North Carolina
38057,0,38,ND,North Dakota
06037,0,06,CA,California
08023,0,08,CO,Colorado
37189,0,37,NC,North Carolina
45055,0,45,SC,South Carolina
27157,0,27,MN,Minnesota
27087,0,27,MN,Minnesota
46031,1,46,SD,South Dakota
45005,0,45,SC,South Carolina
46053,1,46,SD,South Dakota
47055,0,47,TN,Tennessee
47181,0,47,TN,Tennessee
48079,0,48,TX,Texas
48337,0,48,TX,Texas
35051,0,35,NM,New Mexico
36053,0,36,NY,New York
37123,0,37,NC,North Carolina
40101,0,40,OK,Oklahoma
39045,0,39,OH,Ohio
41047,0,41,OR,Oregon
46059,1,46,SD,South Dakota
24017,0,24,MD,Maryland
09001,0,09,CT,Connecticut
13047,0,13,GA,Georgia
41051,0,41,OR,Oregon
08107,0,08,CO,Colorado
12029,0,12,FL,Florida
23003,0,23,ME,Maine
41061,0,41,OR,Oregon
48469,0,48,TX,Texas
29203,0,29,MO,Missouri
22009,0,22,LA,Louisiana
28067,0,28,MS,Mississippi
18039,0,18,IN,Indiana
18173,0,18,IN,Indiana
31115,0,31,NE,Nebraska
31039,0,31,NE,Nebraska
26065,0,26,MI,Michigan
26119,0,26,MI,Michigan
40035,0,40,OK,Oklahoma
16035,0,16,ID,Idaho
47065,0,47,TN,Tennessee
24021,0,24,MD,Maryland
17151,0,17,IL,Illinois
49015,0,49,UT,Utah
01023,0,01,AL,Alabama
05033,0,05,AR,Arkansas
08113,0,08,CO,Colorado
13313,0,13,GA,Georgia
51181,0,51,VA,Virginia
18129,0,18,IN,Indiana
12015,0,12,FL,Florida
09007,0,09,CT,Connecticut
37197,0,37,NC,North Carolina
01021,0,01,AL,Alabama
20071,0,20,KS,Kansas
26083,0,26,MI,Michigan
21165,0,21,KY,Kentucky
37183,0,37,NC,North Carolina
27063,0,27,MN,Minnesota
05139,0,05,AR,Arkansas
21055,0,21,KY,Kentucky
37007,0,37,NC,North Carolina
19007,0,19,IA,Iowa
22013,0,22,LA,Louisiana
21205,0,21,KY,Kentucky
27163,0,27,MN,Minnesota
16027,0,16,ID,Idaho
16031,0,16,ID,Idaho
25005,0,25,MA,Massachusetts
25009,0,25,MA,Massachusetts
17137,0,17,IL,Illinois
42029,0,42,PA,Pennsylvania
27079,0,27,MN,Minnesota
53005,0,53,WA,Washington
53077,0,53,WA,Washington
47113,0,47,TN,Tennessee
31033,0,31,NE,Nebraska
09011,0,09,CT,Connecticut
16065,0,16,ID,Idaho
01017,0,01,AL,Alabama
18167,0,18,IN,Indiana
06081,0,06,CA,California
51159,0,51,VA,Virginia
48157,0,48,TX,Texas
29133,0,29,MO,Missouri
26137,0,26,MI,Michigan
39007,0,39,OH,Ohio
51153,0,51,VA,Virginia
17037,0,17,IL,Illinois
21119,0,21,KY,Kentucky
19027,0,19,IA,Iowa
16055,0,16,ID,Idaho
18115,0,18,IN,Indiana
19119,1,19,IA,Iowa
21007,0,21,KY,Kentucky
21117,0,21,KY,Kentucky
22115,0,22,LA,Louisiana
25013,0,25,MA,Massachusetts
53025,0,53,WA,Washington
30057,0,30,MT,Montana
50021,0,50,VT,Vermont
21069,0,21,KY,Kentucky
23015,0,23,ME,Maine
12083,0,12,FL,Florida
24031,0,24,MD,Maryland
47023,0,47,TN,Tennessee
22119,0,22,LA,Louisiana
37155,0,37,NC,North Carolina
21163,0,21,KY,Kentucky
21017,0,21,KY,Kentucky
21025,0,21,KY,Kentucky
22105,0,22,LA,Louisiana
23025,0,23,ME,Maine
26103,0,26,MI,Michigan
29095,0,29,MO,Missouri
48175,0,48,TX,Texas
05051,0,05,AR,Arkansas
36081,0,36,NY,New York
26131,0,26,MI,Michigan
33015,0,33,NH,New Hampshire
05055,0,05,AR,Arkansas
31057,0,31,NE,Nebraska
01027,0,01,AL,Alabama
21091,0,21,KY,Kentucky
26023,0,26,MI,Michigan
49035,0,49,UT,Utah
21175,0,21,KY,Kentucky
54087,0,54,WV,West Virginia
37193,0,37,NC,North Carolina
27159,0,27,MN,Minnesota
46091,1,46,SD,South Dakota
23031,0,23,ME,Maine
21019,0,21,KY,Kentucky
48073,0,48,TX,Texas
35003,0,35,NM,New Mexico
20197,0,20,KS,Kansas
40103,0,40,OK,Oklahoma
51199,0,51,VA,Virginia
47183,0,47,TN,Tennessee
39059,0,39,OH,Ohio
01019,0,01,AL,Alabama
05127,0,05,AR,Arkansas
05049,0,05,AR,Arkansas
05021,0,05,AR,Arkansas
12055,0,12,FL,Florida
37089,0,37,NC,North Carolina
19085,0,19,IA,Iowa
48121,0,48,TX,Texas
06087,0,06,CA,California
39099,0,39,OH,Ohio
27025,0,27,MN,Minnesota
31105,0,31,NE,Nebraska
30009,0,30,MT,Montana
33011,0,33,NH,New Hampshire
56035,0,56,WY,Wyoming
16071,0,16,ID,Idaho
24011,0,24,MD,Maryland
16045,0,16,ID,Idaho
22031,0,22,LA,Louisiana
05001,0,05,AR,Arkansas
34015,0,34,NJ,New Jersey
06011,0,06,CA,California
12133,0,12,FL,Florida
13059,0,13,GA,Georgia
13175,0,13,GA,Georgia
17169,0,17,IL,Illinois
18113,0,18,IN,Indiana
18119,0,18,IN,Indiana
20047,0,20,KS,Kansas
19153,0,19,IA,Iowa
13141,0,13,GA,Georgia
51007,0,51,VA,Virginia
16019,0,16,ID,Idaho
40041,0,40,OK,Oklahoma
39101,0,39,OH,Ohio
01087,0,01,AL,Alabama
27129,0,27,MN,Minnesota
53059,0,53,WA,Washington
30107,0,30,MT,Montana
48245,0,48,TX,Texas
50025,0,50,VT,Vermont
31013,0,31,NE,Nebraska
25021,0,25,MA,Massachusetts
29071,0,29,MO,Missouri
13247,0,13,GA,Georgia
16051,0,16,ID,Idaho
36005,0,36,NY,New York
05011,0,05,AR,Arkansas
12009,0,12,FL,Florida
06025,0,06,CA,California
48357,0,48,TX,Texas
26061,0,26,MI,Michigan
51119,0,51,VA,Virginia
53071,0,53,WA,Washington
01047,0,01,AL,Alabama
05029,0,05,AR,Arkansas
51109,0,51,VA,Virginia
50011,0,50,VT,Vermont
51111,0,51,VA,Virginia
30013,0,30,MT,Montana
51115,0,51,VA,Virginia
29207,0,29,MO,Missouri
34011,0,34,NJ,New Jersey
12001,0,12,FL,Florida
24039,0,24,MD,Maryland
37147,0,37,NC,North Carolina
47133,0,47,TN,Tennessee
17201,0,17,IL,Illinois
47137,0,47,TN,Tennessee
16009,0,16,ID,Idaho
37015,0,37,NC,North Carolina
42001,0,42,PA,Pennsylvania
41049,0,41,OR,Oregon
42013,0,42,PA,Pennsylvania
47053,0,47,TN,Tennessee
25019,0,25,MA,Massachusetts
28001,0,28,MS,Mississippi
22127,0,22,LA,Louisiana
26135,0,26,MI,Michigan
27089,0,27,MN,Minnesota
20041,0,20,KS,Kansas
51191,0,51,VA,Virginia
01109,0,01,AL,Alabama
05059,0,05,AR,Arkansas
38083,0,38,ND,North Dakota
29225,0,29,MO,Missouri
05061,0,05,AR,Arkansas
37059,0,37,NC,North Carolina
47157,0,47,TN,Tennessee
19195,0,19,IA,Iowa
17193,0,17,IL,Illinois
21177,0,21,KY,Kentucky
47045,0,47,TN,Tennessee
21183,0,21,KY,Kentucky
21193,0,21,KY,Kentucky
26127,0,26,MI,Michigan
21197,0,21,KY,Kentucky
45003,0,45,SC,South Carolina
55093,0,55,WI,Wisconsin
30045,0,30,MT,Montana
51029,0,51,VA,Virginia
51033,0,51,VA,Virginia
51760,0,51,VA,Virginia
54015,0,54,WV,West Virginia
47179,0,47,TN,Tennessee
37061,0,37,NC,North Carolina
16043,0,16,ID,Idaho
05081,0,05,AR,Arkansas
47167,0,47,TN,Tennessee
20125,0,20,KS,Kansas
20191,0,20,KS,Kansas
47083,0,47,TN,Tennessee
42031,0,42,PA,Pennsylvania
47085,0,47,TN,Tennessee
45037,0,45,SC,South Carolina
55089,0,55,WI,Wisconsin
56005,0,56,WY,Wyoming
47155,0,47,TN,Tennessee
16001,0,16,ID,Idaho
01037,0,01,AL,Alabama
39097,0,39,OH,Ohio
12061,0,12,FL,Florida
17075,0,17,IL,Illinois
01067,0,01,AL,Alabama
05091,0,05,AR,Arkansas
48039,0,48,TX,Texas
31119,0,31,NE,Nebraska
38021,1,38,ND,North Dakota
37005,0,37,NC,North Carolina
26029,0,26,MI,Michigan
26153,0,26,MI,Michigan
48171,0,48,TX,Texas
48467,0,48,TX,Texas
48161,0,48,TX,Texas
51053,0,51,VA,Virginia
