cbsa,cbsa_name,X000,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,max,tmax,total_workers_employed,worker_job_loss_rate
31300,"Lumberton, NC",2309,-0.2,-0.2,0.3,89.6,452.7,50.6,-61.3,4.7,15.6,7,17.5,27.9,1.7,23.9,324.9,382,70.7,930,28.6,-56.6,1000,100,41936,0.05507
31340,"Lynchburg, VA",6782,3,2.4,-1.2,-151.8,785.6,169.1,442,122.8,22.5,78.4,133.3,127.4,44.1,586.9,213.5,1474.7,556.9,1699.9,222,251.1,2000,100,107136,0.06331
31380,"Macomb, IL",721,0,1.7,0.7,31.8,55.1,23.4,18.3,10.4,5.7,1.2,10.4,13.1,3.9,10.8,62.7,97.2,32.6,266.3,26.4,49.5,500,100,11734,0.06145
31420,"Macon-Bibb County, GA",2803,-2.5,-28.9,-5.5,82.8,293,59.5,-255.9,153.8,159.1,-65.9,100.4,176.9,110.4,49.2,21.5,376.6,217.1,1219.9,143.7,-2.2,2000,100,89320,0.03138
31460,"Madera, CA",4201,-0.9,11.5,17.8,195.1,287.9,132.7,373,43.4,99.8,-4.1,14.1,62.8,0,147.6,325,416.9,313.1,1295.8,274.5,195.4,2000,100,51618,0.0814
31500,"Madison, IN",599,0,0.2,-1.3,21,299.7,16.8,-3,-3.5,3.5,4.2,8.6,2.2,0.8,1.6,71.7,82,1.2,48.9,23.8,20.3,500,100,13627,0.04394
31540,"Madison, WI",27616,2.2,16.9,6,420.7,1443.4,583.9,1696.8,398.2,1782,284,217.2,725.3,372.5,2245,2567,2331.6,2103.1,6998.8,1502.1,1919.3,10000,200,345592,0.07991
31580,"Madisonville, KY",1043,2.4,103.7,2.7,7.7,158.2,31.5,34.3,55.4,8.1,35,11.4,34.5,29.6,87.8,15.5,156.3,5.3,164.1,24.7,74.7,250,100,19095,0.05462
31620,"Magnolia, AR",357,2.4,47.8,-1.7,9.4,159.7,-0.6,-41.2,-6.1,-1.3,2.4,3,1.8,-2.5,11.5,-41.4,110.8,2.3,87.9,3.3,9.4,250,100,8526,0.04188
31660,"Malone, NY",2294,4.4,0.8,6.9,84.6,75.8,44.9,194.3,83.8,5.7,9.8,12.4,34.8,0,67.4,42,329.8,325.6,602.2,114.2,254.8,750,100,18085,0.12685
31680,"Malvern, AR",473,2.7,5.9,-6,16.7,172.3,-5.9,-58.9,-5.2,11,2.4,4.3,4.4,-6.8,29.7,-42.5,147.4,22,154,2.3,22.9,250,100,12443,0.03798
31700,"Manchester-Nashua, NH",17515,3.5,19.6,34.3,749.5,2199.3,1111.8,2748.8,576.9,202.1,35.8,-47.2,1574.1,202.8,1145.1,-1517.2,1744,849.5,4759,731.1,391.8,5000,150,220813,0.07932
31740,"Manhattan, KS",1694,0,11.2,-5.7,138.5,251,-1.8,63.4,-10.2,1.3,33.8,35.6,57.1,4.4,16.6,460.9,205.8,35.6,476.5,66.5,-147,500,100,35397,0.04784
31820,"Manitowoc, WI",2888,1,3,-1.1,58.2,706.6,44.2,40.4,21.5,31.8,27.4,18.9,27.7,33.7,213.9,160.6,264.5,174.9,823.1,105.1,132.6,1000,100,40926,0.07057
31860,"Mankato-North Mankato, MN",3850,0,20.1,-2.9,119,544.9,5,-29.3,119.7,90.5,2.3,53.8,65.2,30,-3.7,620.2,586.3,242.4,1044,208.5,133.5,2000,150,47422,0.08118
31900,"Mansfield, OH",3876,0,11.9,4.9,185,792.8,112.2,101.3,58.7,22.1,16.8,43.6,100.1,17.8,278.7,476,317.1,192.2,951.6,79.9,113.3,1000,100,49436,0.0784
31930,"Marietta, OH",2001,0.2,73.6,7.8,130.8,225.7,49.6,50.1,68,1.3,13.1,28.9,49.3,10.5,106.6,268.7,237.2,62.3,532.7,38,46.9,750,100,25666,0.07797
31940,"Marinette, WI-MI",2781,10.6,8,1.1,47.3,689.3,59.4,98.3,30.1,29.6,15.1,13.3,27.8,8.6,102.4,199.9,217.2,123.4,878.5,110.8,110.2,1000,150,29486,0.09431
31980,"Marion, IN",1053,0,0.2,-0.2,35.3,377.4,32.4,19.1,-1,29.2,10.6,18.3,-2.2,2.3,-31.2,189.3,176.9,4.6,109.8,44.3,37.3,500,100,26528,0.03968
32000,"Marion, NC",1275,-0.1,-2.8,0.8,36.7,464.4,25.5,13,-0.7,12.6,1.7,10,17.5,6,0.7,121.7,110.8,65.4,393.7,17.4,-19.3,500,100,19464,0.06552
32020,"Marion, OH",2099,1,3.6,3.6,82.8,464.4,56.5,37.5,68.4,4.6,8.1,41.4,43.9,11.3,147.4,247.8,185.4,102.3,486.3,41.9,60.7,500,100,27171,0.07725
32100,"Marquette, MI",3238,10.3,37.2,7.4,87.3,154.1,45.5,193.9,56.1,20.5,9,32.2,41.8,5.7,101.6,568.3,388.2,139.2,1119,122.8,97.5,2000,100,27021,0.11982
32140,"Marshall, MN",820,0.1,1.5,-0.8,27.2,102.9,-5.7,-59.6,29.4,8,4.5,9.4,10,25.2,-2,155.5,140.2,46.1,253.1,27.1,47.9,500,100,13186,0.06217
32180,"Marshall, MO",455,0,0.1,0.6,-3.1,36.6,12.9,9.9,12,7,8.8,6.3,7.8,12.4,6,113.1,40.2,25.1,159.9,4.7,-4.9,250,100,10571,0.04308
32220,"Marshall, TX",1695,1.8,318.8,5,121.6,180,59.6,47.1,31.1,3.3,-14.3,24.3,1.1,0,70.1,150.4,183.2,61.5,373,65,13.1,500,100,27038,0.06271
32260,"Marshalltown, IA",793,0.2,1.4,-1.7,104.6,35.1,-1.9,8.1,7.7,2.4,11,0.9,12.5,4.2,29,36.9,123.9,36,300.8,57.4,24.7,500,100,20019,0.03962
32280,"Martin, TN",479,1.1,5.5,0.2,1.7,190.9,13.3,-33.7,26.3,17.8,-2.5,2,6.3,0.2,38.5,-33.2,86.8,12.6,111.4,11.8,22.5,250,100,12944,0.03704
32300,"Martinsville, VA",1715,1,0.1,0.9,-22.5,352,31.1,73.9,40.5,1.5,13,25.1,14.6,9,225.9,45.2,308.4,128.9,357.6,48.1,60.6,500,100,26524,0.06466
32340,"Maryville, MO",441,0,-0.3,0.1,-2.6,32.4,6.4,-2.1,7.6,5.9,6.9,4.1,7.6,10.7,8.6,145.2,28.8,20.8,158.2,5.1,-2.7,250,100,8867,0.04968
32380,"Mason City, IA",962,0,3.5,-0.5,120.2,87.8,-5.2,-46.2,-2.4,0.7,17.2,0.5,8.6,5.7,10.8,40.6,167.6,85.2,364,69.6,34,500,100,24080,0.03993
32460,"Mayfield, KY",772,1.6,6.3,1.7,7.1,73,34.7,69.3,41,22.9,26,3.6,39.1,52.4,60.1,11.7,103.3,9.9,145.6,18,44.7,250,100,14698,0.05251
32500,"Maysville, KY",356,0.2,2,5.6,2.7,52.1,12.2,10.9,10.4,5.9,12.6,2.3,11.8,25.4,33.3,5.4,52,4.9,68,9.6,28.4,100,100,6827,0.05208
32540,"McAlester, OK",607,0.8,125.2,0.7,46.1,45.4,12.3,-43.4,20.6,-3.2,-6.4,3,24.1,4.8,11,158.9,49,100.5,30.9,8,19.4,250,100,12814,0.0474
32580,"McAllen-Edinburg-Mission, TX",16584,0,982.9,43.1,1252.7,423.6,529.3,1717.3,152.8,164.2,-96,133.7,59.2,65.3,464.2,2432.8,2957.4,1022.4,3661,439.1,179.3,5000,100,270716,0.06126
32620,"McComb, MS",496,7.9,49.9,-3,66.1,14.7,13.6,-96.2,18.9,16.4,20.6,-2.3,-2.5,3.5,-48.3,105.4,180.2,45.2,79.3,1.3,25.7,250,100,19927,0.02491
32660,"McMinnville, TN",767,0.7,1.1,1.8,2.8,418.6,21.1,-32.7,24.5,6.5,-3,3.4,8.8,0.3,43.8,-24,76,29.7,155.9,9.8,21.7,500,100,16580,0.04626
32700,"McPherson, KS",627,0,21,-4.6,45.3,173.5,-5.8,-28.5,-11.2,6.3,9.9,10.1,14.2,3.8,-1.2,102.8,100.7,18.5,127.1,20,24.6,250,100,13986,0.0448
32740,"Meadville, PA",3000,6.5,50.6,11.5,119.7,515.2,80.7,255.7,133.3,53,8.1,0,73.5,0,70,175.8,359.6,103.3,774.9,195.7,12.5,1000,100,35000,0.08571
32780,"Medford, OR",6952,15.8,1.3,-0.5,291.6,570.7,68.4,522.9,201.2,236,29.6,93.1,122.7,78.2,87.8,746.9,330.5,667.6,2497.6,229.5,161.2,5000,150,85053,0.08174
32820,"Memphis, TN-MS-AR",21067,4.9,31.1,-21.9,423.4,3321.6,951.3,447.8,-1609.5,664.9,-23,119.8,553.4,22.7,3373.2,-226.4,3475.7,2022.5,6254.8,660.9,620,10000,100,593185,0.03552
32860,"Menomonie, WI",1419,0.7,2.7,0.3,30.2,173.7,29.7,54,17.3,21.2,12.9,9.8,20.9,17.7,113.5,125.7,159.3,107.5,398.8,58,64.7,500,100,20340,0.06974
32900,"Merced, CA",7397,0,4.6,40.2,359.5,808.6,261.1,684.3,131.9,126.4,-6.1,28.6,112,55.4,164.4,681.8,709.3,439.5,2081.2,465.1,249.1,5000,150,95862,0.07716
32940,"Meridian, MS",1026,7.7,59.7,-6.3,109.7,104.3,15.4,-124.1,43.7,32.3,44.2,-7.5,-1.7,9.3,-148.9,238,311.4,96.8,235.7,0.3,6.3,500,100,37914,0.02707
32980,"Merrill, WI",1029,4.9,4.1,0.4,18.9,170.1,27.6,35.9,12.8,21.3,19.3,5.7,12.3,15.5,46.9,50.7,78,73.9,297.4,43.1,90.1,500,100,14913,0.06899
33020,"Mexico, MO",414,0,-0.1,0.3,-3.6,38,17.3,17,17,8.3,7.9,5.4,8.2,17.7,8.6,97.4,39,22.9,108.8,7.8,-4.1,250,100,9991,0.04142
33060,"Miami, OK",730,1.3,24.1,-0.1,36.9,129.1,10.7,-27.6,17.6,-3.3,-6,3.9,26.6,6.8,15.3,131.8,41.1,274.2,26.6,4.3,16.3,500,100,12683,0.05754
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",170998,-0.7,5,25.8,4083.7,4226.4,4800.9,13997.6,9558.9,3927,-1528.6,4242.1,4450.4,653.9,15795.9,17707.1,7149.3,11180.1,60619.3,10212,-108.4,275000,650,2503411,0.06831
33140,"Michigan City-La Porte, IN",2279,0,-0.2,3.3,100.6,732.9,75.6,242.3,9.8,38.6,16.1,19.2,0.3,2.6,-34.8,215.9,295.2,-15.2,352.4,118.6,105.9,750,100,48213,0.04727
33180,"Middlesborough, KY",434,1.2,39,1.9,1.8,48.9,8.4,12.6,12,9.2,13.8,1.8,13,19.6,36,8.5,78.4,3.8,82.1,10.4,31.6,100,100,7877,0.0551
33220,"Midland, MI",3971,0.4,9.7,6.9,115.6,381.2,59.9,204.1,56.9,18.8,10.3,41.8,81.7,88.2,360.7,639.5,373.5,201.3,1033.2,210.1,77.4,2000,100,34302,0.11577
33260,"Midland, TX",7174,0,3521.7,3.1,335,133.8,166.8,312.4,40.5,68.4,-26.9,96.9,34,119.7,73.5,319.6,343.9,322.1,1050.5,235.7,22.9,5000,650,74566,0.09621
33300,"Milledgeville, GA",540,-0.8,-11.4,-2.4,17.1,68.6,12,-48.3,27.4,27.1,-6.9,15.5,26,9.9,0.1,2.8,86.8,40.2,254.6,25.5,-4.3,500,100,18448,0.02925
33340,"Milwaukee-Waukesha-West Allis, WI",63309,2.9,52.2,23.7,838.5,6949.5,1512.4,2887.4,395.5,1947.5,703.3,609.6,1615.1,1099.5,7297.7,4124.2,5806,5726.7,15522.2,3552.2,2642.7,275000,150,779865,0.08118
33420,"Mineral Wells, TX",653,0,132.4,1.4,50.9,63.6,15.6,26.7,6.1,6.7,-3.5,3.7,0.7,5.3,11,59,59.4,35.3,154.4,19.3,5,250,100,9500,0.06872
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",146541,12.7,168.5,-97.3,3896.7,10558.6,1863.7,-1986.9,5085.3,4284,113.3,2840.9,5926.6,3577.9,3199.7,19655.4,19081.2,14031.6,39695.6,9165.1,5468.7,275000,200,1883598,0.0778
33500,"Minot, ND",3070,0,840.4,7.9,246.9,39,116.4,67.9,279,41.8,33.3,50,26.8,-4.4,90.8,-20.3,327.9,93.7,773.9,79.2,-19.9,1000,150,35706,0.08599
33540,"Missoula, MT",2844,1,8.7,0.2,110,114.9,75.7,411,47,177,65.7,24.7,117.8,18.2,9.1,70.2,223.9,149.4,1103.6,120.2,-4.8,2000,150,53172,0.05348
33580,"Mitchell, SD",475,0,-4.4,0,-55.9,56.1,16.1,8,16.2,28.1,2.5,-3.9,-1.7,0.7,-9.6,98.1,91.6,10.3,161.2,33.9,27.8,250,100,12179,0.03901
33620,"Moberly, MO",447,0,0.7,0.8,-4,17.9,11.8,11.1,20.3,6.1,10.8,7,8.2,50.7,5.1,104.9,33.3,15.8,147.4,6.1,-7.4,250,100,9951,0.04489
33660,"Mobile, AL",7625,-6.3,-9.8,-31.8,22.5,581.5,57.2,-262.7,-97.2,181.8,12.9,40.2,61.9,168.4,1240.3,639.3,1768.3,512.9,2470.1,204.5,70.9,5000,100,168277,0.04531
33700,"Modesto, CA",17237,0,1.5,84.8,943.6,1876.8,725.3,1637.8,402.6,249.4,-15.9,69.8,338.5,107.3,487.2,1378.9,1618.1,1099.8,4682.9,1167.3,381.4,5000,200,213072,0.0809
33740,"Monroe, LA",4661,2.2,189.1,7.6,559.1,204.1,109,217.5,126.4,148.9,52.7,16.7,229.6,43.4,210.9,-298.6,1159.1,197.4,1428.7,54.8,2.3,2000,100,72945,0.06389
33780,"Monroe, MI",8084,0.9,9.5,27.8,201.1,1333.7,198.6,414.6,230.6,37.6,18.7,78.9,223.4,59.8,455,1293.7,684.9,453,2019.8,235.5,107,5000,150,68178,0.11857
33860,"Montgomery, AL",7663,-7.8,-7.3,-25.2,11.1,778.7,43.5,-75.7,-234,253.6,17.3,-2,78,187.1,1166.2,536.6,1492.9,1003.4,2133.2,154.5,159.1,5000,100,149732,0.05118
33940,"Montrose, CO",936,0.2,19.9,5.3,51.8,1.6,22.8,-3.4,55.6,12.6,-3.8,35.2,-4.6,2.7,1.8,-2.2,152.6,120.9,350.2,36.6,80.2,500,100,15925,0.05879
33980,"Morehead City, NC",1829,-0.1,-0.2,-0.5,60.1,117.9,31.5,47.9,36.1,17.1,2.1,33,32.3,7,4.4,199.9,171.3,209.8,872.4,31.8,-45.2,1000,100,25910,0.07057
34020,"Morgan City, LA",1511,0.3,238.1,2.9,188,149.5,31.4,-5,75.7,19.1,9.7,35.8,47.2,3.7,49.1,-70.9,180.7,171.2,358,27.2,-0.9,500,100,20825,0.07255
34060,"Morgantown, WV",1413,0.9,136.1,12.5,-15.1,-3.8,69.9,256.3,71.1,72.9,30.4,84.4,91.4,70.1,74.2,-1124.6,314.6,12.7,1155.5,61.3,41.9,2000,100,54117,0.02611
34100,"Morristown, TN",2672,1,13.4,0.7,8.4,852.1,47.7,120,120.6,46.1,-9.6,0.3,31.1,0.9,256.9,-79.7,224,230.2,697.3,56.6,53.8,1000,100,47101,0.05673
34140,"Moscow, ID",694,-3.7,-1,-0.6,0.9,-0.4,-9.6,-45.9,0.4,14.2,-15,-24.7,17,-0.1,-4.7,518.4,28.5,45.8,129.4,37.9,7.3,750,150,15834,0.04384
34180,"Moses Lake, WA",1960,0.4,3.3,6.2,95.8,339.8,47.6,-78.4,17.9,34.1,6.2,-1.5,10.5,0,3.6,295.9,179.4,224.9,629,93.2,52.3,750,150,34598,0.05666
34220,"Moultrie, GA",399,-0.6,-2,-1.1,18.1,80.9,16.8,-57.7,17.6,14.6,-4.4,16,19.2,4.7,7.1,1.2,57.9,22,150.7,40.2,-1.6,250,100,16869,0.02367
34260,"Mountain Home, AR",604,0.2,3.2,-5.4,15.6,249.7,3.6,-65.5,-24.6,6.3,3.9,6.9,7.6,-7.8,10,-43.9,210.2,13.6,197.9,7.5,14.8,250,100,14715,0.04104
34300,"Mountain Home, ID",112,-0.1,0.6,-1.3,0.7,-18.1,-4.2,-49.4,8.5,5.3,-12.2,-9.3,7.6,-0.1,-23.1,91.4,16.9,27,74.1,23.4,-25.7,100,100,8723,0.01282
34340,"Mount Airy, NC",1762,-0.1,-1.7,0.1,86.7,417,36.4,-47.8,24.2,15.7,3.6,19.3,31.7,34.5,-10.5,194.3,221.7,105.5,629.8,27.2,-25.4,750,100,29695,0.05933
34380,"Mount Pleasant, MI",3640,1.7,42.4,3.7,69.2,274.2,48.7,108.7,51.3,22.4,7.6,26.9,38.7,12.2,147.8,793.9,265.2,149.1,1438.7,76.6,60.9,2000,200,24640,0.14772
34420,"Mount Pleasant, TX",616,0.2,32.3,2.9,37.1,112.2,26.4,12.9,1.1,3.2,-4.8,5.6,1.9,4.8,15.5,72,89,19.9,155.8,21.5,6.3,250,100,13441,0.04583
34460,"Mount Sterling, KY",948,0.6,4.6,3.2,9.5,215.6,32.3,25.6,25,11,30.8,5.4,31.1,85.2,112,15.4,109,8.4,137.2,21.8,63.7,250,100,17901,0.05293
34500,"Mount Vernon, IL",990,0.3,20.3,1.4,36.6,75.9,24.9,30,36.1,7.6,0.9,11.9,24.2,4.8,33,46.1,139.1,34.5,371.1,36,55.4,500,100,16515,0.05995
34540,"Mount Vernon, OH",1800,1,14.1,3.7,107.5,286.7,47,31.4,38.8,4,9.6,28.2,37.5,11.3,88.5,294.3,159.4,96.8,466.1,36.1,37.4,500,100,22440,0.08019
34580,"Mount Vernon-Anacortes, WA",4176,8.2,5.4,2.5,314.8,493.7,58.2,-17.1,123.6,34.2,18.1,2.5,33.4,21.8,-11.2,391.2,351.1,856.3,1273.1,290.5,-74.4,2000,150,55390,0.07539
34620,"Muncie, IN",1904,0,-0.3,1.6,72.2,492.7,53.7,63.6,39.4,44.4,18.3,22.6,10.6,2.5,-14.5,358.8,416.9,-17,181.1,101.2,55.9,500,100,44915,0.04238
34660,"Murray, KY",702,0.7,1.8,1.5,6.1,59.1,29.2,59.4,49.6,26,24.8,3.2,31.2,31.8,49.4,20.9,93.9,7.4,155.5,14.4,36.4,250,100,14179,0.04953
34700,"Muscatine, IA",762,0.1,2.9,-5.4,112.2,56.6,4.3,-56.9,16.6,11.1,10.1,4.2,12.5,11,47.7,53.4,94.3,32.6,282.8,50.7,21.1,500,100,21036,0.03622
34740,"Muskegon, MI",9421,0,18.5,11.2,165.7,2369.1,165.5,419.7,87.5,154.1,19.1,66.5,116.7,20,817.5,1032.5,887.2,394.4,2253.7,295.5,126.4,5000,150,75599,0.12462
34780,"Muskogee, OK",1094,0,39.8,1.5,94.2,243.8,37.9,-106.6,46.1,-7.1,-11.5,17.8,50.1,11.6,51.3,285.2,97.7,173.7,26.5,14.4,27.9,500,100,24581,0.04453
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",13852,0.6,-0.9,1,288,272.1,190.8,744.2,124.1,156.5,-62.7,206.2,224.6,3.5,440.1,387.6,871.6,1653.8,8168.9,21.1,161.3,10000,650,170824,0.08109
34860,"Nacogdoches, TX",1342,11.9,91.1,2.5,94.1,93,40.5,78.4,3.8,21.6,-8.6,12,4.7,14.7,67.3,215,157.3,60,326.3,41.2,15,500,100,23785,0.05641
34900,"Napa, CA",7359,-1,3.4,13.3,279.7,923.2,130.5,539.6,188.8,169.4,-7.9,20.7,151.6,32.6,137.4,337.4,521.4,514.2,2758.5,476.4,169.7,5000,200,69150,0.10642
34940,"Naples-Immokalee-Marco Island, FL",10401,0,7.2,2.9,419.6,122.5,174.7,735,264.9,134.5,-56.9,227.7,160.5,21,544.6,869.3,425.9,1476.2,4243.3,633,-4.7,5000,650,140784,0.07388
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",43063,3.9,75.6,24.5,160.4,7969.8,1216.9,1285.1,2093.7,2612.3,-454.9,290.5,1725,42,5271.8,-1225.2,4426.4,3999.8,11171.9,1162.2,1211.5,275000,150,886548,0.04857
35020,"Natchez, MS-LA",787,8.2,98.3,-2.1,78.5,16.8,17,-62.2,27.8,18,19.9,-0,12.3,3.2,-26.5,40.6,200.8,142.6,171,5.9,16.8,250,100,17744,0.04434
35060,"Natchitoches, LA",758,8.2,63.7,1.5,92.2,51.5,17.4,-12.9,12,17.6,7.3,7.1,30.6,2.5,29.9,-86.1,200.4,23.6,287.6,5.4,-1.3,500,100,14562,0.05208
35100,"New Bern, NC",2924,-0.2,-0,1,83.7,438.9,58.5,39.6,86.6,29.8,4.7,48.6,55.4,16.6,65.2,293.5,394.6,206.5,1194,59.1,-151.8,2000,100,43852,0.06669
35140,"Newberry, SC",735,2.1,-0.1,1.9,27.6,105.5,33.5,41.7,-23.3,-4.4,-7.2,7.1,9.4,0.9,58,9.7,100.5,46,300.4,-16.6,42.1,500,100,17770,0.04136
35220,"New Castle, IN",755,0,0.3,-0.6,35.1,303.2,20,6.1,-0.1,17.2,7.5,7.8,-4.6,0.8,-24.2,109,128.7,7.6,70.6,32.9,38.1,500,100,17984,0.04201
35260,"New Castle, PA",3305,0.2,39.9,17,188.9,328.2,149.4,420.3,131.2,37.4,10.6,1,121,36.4,112.3,178,363.3,129.5,837,196.2,7.2,1000,100,37607,0.08788
35300,"New Haven-Milford, CT",35441,0,-2.5,63.9,757.1,1610.5,1131.2,3907.2,1048.8,417.4,419.5,624.9,941.3,234.7,1892.7,4323.2,5621.8,2144.3,7001.3,2260,1043.8,10000,100,401344,0.08831
35380,"New Orleans-Metairie, LA",41824,3.7,927.6,37.4,3956.8,1115.7,764.9,1560.9,2225.1,1910.6,306.9,294,2619.1,243.3,1757.9,-1596,5695.8,2487.3,16641.5,959.9,-88.3,275000,150,515090,0.0812
35420,"New Philadelphia-Dover, OH",3340,3.5,150.7,6.2,207.7,566.2,107,82.7,68.9,3.6,11.3,56.7,71.3,10.7,152.4,373.2,293.8,178,871.6,62.9,61.3,1000,100,42241,0.07907
35440,"Newport, OR",2153,6.4,2.7,0.8,66.2,81.3,17.6,113.9,44.9,29.5,6.3,16.5,24.6,9.6,35,174.2,71.3,266.5,1096.8,47,42.3,2000,150,19755,0.10901
35460,"Newport, TN",867,0.1,1,-0.1,2.4,266.9,11,20.7,20,3.1,-2.9,-0.4,7.1,0.2,45.4,-20.1,58.6,156.3,265.9,16.2,15.9,500,100,14122,0.06143
35500,"Newton, IA",763,0,1.9,-0.9,131.5,69.4,3.9,-40.1,7.7,4.1,19.8,1.3,13.7,5.7,20,36.6,107.8,40.5,265.7,49,25.7,500,100,17804,0.04287
35580,"New Ulm, MN",755,0.2,1.2,-1,33.5,113.5,-4.7,-52.2,35.1,15.8,2.1,6.7,18.7,9.5,-1.4,90.9,127.7,51.2,238.5,31,38.8,250,100,12064,0.0626
35620,"New York-Newark-Jersey City, NY-NJ-PA",1218702,12.6,84.2,2730.5,50558.5,29489.2,44765.2,106773.2,89691.5,20983.3,17692.9,18549.7,64751.8,13930.8,91652.7,52427.2,143270.3,90515.2,273580.8,73697.9,33544.3,275000,650,9245537,0.13182
35660,"Niles-Benton Harbor, MI",8620,2.3,7.6,33,149.6,1560.9,205.5,507.8,100.6,72.3,23.2,89.1,117.7,19.3,583.6,1203.9,656.4,371.9,2492.7,274.1,148.2,5000,150,67916,0.12692
35700,"Nogales, AZ",562,0,-8.4,-1.5,18.1,22.1,36,-24.2,66,4.4,2,-0.5,3.8,1.4,70.9,-39.3,75.7,67.9,298.5,-2.4,-28.5,500,100,15973,0.03518
35740,"Norfolk, NE",534,0,-1.2,-4.2,23.5,-18.5,13.1,-41.5,2.5,0.1,12.4,3.8,-0,2.6,64.1,76.6,36.1,71.1,225.7,34.4,33.5,250,100,24918,0.02143
35820,"North Platte, NE",457,0,1.2,-5.5,13.9,-9.6,-5.1,-39.8,8,-3.5,7.1,1.7,1,2.2,30.9,55.2,21.3,90.9,232.9,19.6,34.3,250,100,14883,0.0307
35840,"North Port-Sarasota-Bradenton, FL",18351,-2.2,5.1,5.8,714.5,726,361,1252,438.6,198.5,-147.9,416.9,431.7,90.9,1187.7,1942.5,1051.2,1930,6647.5,1105.4,-4.3,10000,650,296703,0.06185
35860,"North Vernon, IN",565,0.2,0.6,-0.3,28.7,307.8,22,-2.9,-4.5,2.4,3.6,5.7,2,0.9,1.7,57.1,63.5,0.7,39,18.8,18.4,500,100,12786,0.04421
35900,"North Wilkesboro, NC",1599,-0.1,-1.5,0.1,45.2,488.3,37.1,-41.6,19.4,15.1,2.2,22.2,25.5,56.9,-8,149.7,181.9,96.7,513.2,17.4,-20.4,750,100,25885,0.06178
35940,"Norwalk, OH",2121,1.9,8,4.8,131.1,407.6,67.2,57.4,56.3,6.9,7.2,28.6,31.7,9.9,100.9,221.2,172,158.7,572.8,39.2,37.9,750,100,26904,0.07885
35980,"Norwich-New London, CT",12664,-3,-1.1,32.8,225.1,580,247.6,1190.6,283.5,102,86.8,112.2,248.1,55.9,329.9,1026.8,1576.6,2872.8,3146,589.8,-38.9,5000,200,124199,0.10196
36020,"Oak Harbor, WA",2380,1.6,3.6,1.5,138.1,240.9,30.3,-9.2,70.7,26.5,9.5,1.8,21.9,16.5,-6.6,230.7,196.7,488.4,779.3,178.5,-41.1,1000,100,30035,0.07923
36100,"Ocala, FL",6730,-0.3,-6.2,1.7,295.3,343.6,158.4,412.8,134.2,64.7,-41.2,137.6,110.8,16.3,420.5,963.7,446,592.4,2365.8,321.1,-7,5000,150,120509,0.05585
36140,"Ocean City, NJ",5323,0,-2.9,9.7,269.1,73.7,79.1,323.6,88,7.1,26,73.5,131.5,24.5,152.1,587.8,542.4,552.7,2033.4,210.9,141.3,5000,200,38697,0.13757
36220,"Odessa, TX",6437,14.9,2857.2,4.5,411.2,215.2,238.3,227,7.2,72.7,-17.2,117.2,21.4,58.7,87.2,339.4,309.2,159.6,1067.4,217.2,29.5,5000,250,67934,0.09476
36260,"Ogden-Clearfield, UT",11727,0,20.2,-35.9,-777.3,241.7,20.1,-1084.8,1119.3,190.3,-444.8,-34.3,-12.7,148.9,799.8,4715.2,700.8,2840.1,3538.1,-47.8,-169.6,5000,150,284177,0.04127
36300,"Ogdensburg-Massena, NY",4057,2.2,3.5,31.7,189.4,241.2,103.9,343.9,163.9,26.2,29.6,21.4,68.4,38.9,171.8,77.2,647.8,182.8,1206.3,210.6,296.3,2000,100,36215,0.11203
36340,"Oil City, PA",1754,1.2,31.6,8.3,73.5,247.9,53.4,182.7,89.1,21.7,5.2,1.3,47.8,9.9,38,84.5,265.4,35.4,418.2,131.2,7.7,500,100,21363,0.0821
36380,"Okeechobee, FL",696,0,3.2,1.2,39.2,39.5,16.3,-3,27.6,14.5,-4.3,9.7,13.2,0,32.6,95.8,69.4,58.9,251.6,29.9,0.4,500,100,13674,0.05089
36420,"Oklahoma City, OK",30479,3.8,3821.7,3.6,2155.7,2807.3,809,1079.5,916.4,221.2,-435.8,391.5,2707.2,637.5,1527.8,7459.6,1510.3,3049.1,1156.8,384.8,272.2,10000,100,565695,0.05388
36460,"Olean, NY",4018,6.4,19.1,9.2,146.6,403.3,126.4,341.6,168.6,-1,31.2,22.9,63.3,24.4,186.4,50.2,400.7,418.5,1046.9,253.8,299.2,2000,150,30912,0.12997
36500,"Olympia-Tumwater, WA",8136,17.3,4.1,0.3,390.6,431.4,112.5,114.7,195.2,95.7,28.1,-16,75.5,61.6,45.1,936.7,649.3,1529,2203.8,691,570,5000,100,112650,0.07222
36540,"Omaha-Council Bluffs, NE-IA",18495,-1.2,-9.4,-72.1,813.8,219.1,144.4,322.2,411.8,85.2,384.6,68.1,376.3,257.5,2979.8,1440.4,714.6,3153.8,6035,920.2,251.2,10000,100,467163,0.03959
36580,"Oneonta, NY",2940,0.8,3.1,10.8,104.5,207.1,84.4,232.3,127.9,2.6,36.4,25.7,59.3,17,94.2,40.6,473.3,270.7,837.2,132.6,179.1,1000,100,24593,0.11953
